ID_SAMPLE,site_name,elevation,basin_size,site_type,entity_type,New_lat,New_lon
20535,,,0.028,lake,,,
20536,,,0.036,"terrestrial, bog/fen/swamp",,,
20542,,,0.638,lake,,,
20547,,,27,,,,
20551,,,0.5,,,,
20560,,,0.536,lake,lake surface sample,59.54884234,25.69101453
20566,,,1.231,,,,
20567,,,1.231,,,,
20568,,,1.231,,,,
20571,,,1.231,,,,
20572,,,1.231,,,,
20576,,,1.231,,,,
20577,,,1.231,,,,
20579,,,1.231,,,,
20580,,,1.231,,,,
20581,,,1.231,,,,
20582,,,1.231,,,,
20585,,,25.001,,,,
20586,,,0.203,lake,lake surface sample,60.70701312,27.81867521
20591,,,0.008,"terrestrial, bog/fen/swamp",,,
20596,,,0.176,lake,lake surface sample,69.88021391,28.21474828
20597,,,small (0.01-1 km2),lake,lake surface sample,,
20598,,,small (0.01-1 km2),lake,lake surface sample,,
20599,,,small (0.01-1 km2),lake,lake surface sample,,
20600,,,small (0.01-1 km2),lake,lake surface sample,,
20742,,,,terrestrial,,,
20745,,,0.018,,,,
20746,,,,terrestrial,,,
20749,,,0.817,,,,
20774,,,not applicable,,,,
20775,,,not applicable,,,,
20776,,,not applicable,,,,
20777,,,not applicable,,,,
20778,,,not applicable,,,,
20779,,,not applicable,,,,
20784,,,,lake,,,
20786,,,,"terrestrial, marsh",,,
20875,,,0.124,,,,
20906,,,0.022,,,,
21145,,,0.061,"terrestrial, bog/fen/swamp",,,
21219,,,0.037,,,,
21228,,,0.059,lake,lake surface sample,59.39667774,14.17391291
21513,,,0.999,,,,
21514,,,0.23,lake,lake surface sample,59.86898502,17.09473863
21520,,,0.533,lake,lake surface sample,57.26033159,14.48283506
21544,,,0.154,lake,lake surface sample,62.42782924,25.44516037
21552,,,0.114,lake,lake surface sample,67.30204219,29.27841976
21553,,,0.603,lake,lake surface sample,57.58198814,27.08994999
21554,,,0.218,lake,lake surface sample,57.93134686,27.34274516
21559,,,0.172,lake,lake surface sample,61.59488029,22.66839098
21562,,,small (0.01-1 km2),lake,lake surface sample,,
21567,,,not applicable,,,,
21569,,,0.151,lake,lake surface sample,,
21584,,,0.262,lake,lake surface sample,61.08691479,22.02711537
21585,,,0.01,"terrestrial, bog/fen/swamp",,,
21587,,,54.4,,,,
21601,,,0.264,lake,lake surface sample,60.78307147,27.06226819
21605,,,0.055,lake,lake surface sample,57.87755,25.89322
21606,,,0.08,,,,
21742,,,0.05,,,,
21745,,,0.319,lake,lake surface sample,64.16203511,27.53089247
21748,,,0.136,lake,lake surface sample,,
21755,,,0.003,,,,
21757,,,0.22,lake,lake surface sample,63.12106151,26.77734556
21758,,,0.225,lake,lake surface sample,,
21769,,,0.1,lake,lake surface sample,59.76823859,14.85766284
21770,,,0.319,lake,lake surface sample,57.72829387,12.66414573
21786,,,0.12,lake,lake surface sample,63.25194086,30.66110336
21788,,,0.11,lake,lake surface sample,57.91167,27.18865
21789,,,0.203,lake,lake surface sample,58.2728736,25.50235551
21792,,,0.078,lake,lake surface sample,57.62402991,27.15579533
21793,,,0.032,"terrestrial, bog/fen/swamp",,,
21794,,,0.249,lake,,,
21808,,,0.011,"terrestrial, bog/fen/swamp",,,
21810,,,not applicable,,,,
21811,,,not applicable,,,,
21848,,,0.001,,,,
21866,,,0.003,"terrestrial, bog/fen/swamp",,,
21867,,,1.137,lake,lake surface sample,60.38990889,23.41858012
21871,,,2.397,lake,lake surface sample,62.38473346,28.47358737
21874,,,0.287,lake,lake surface sample,64.25493815,30.30851177
21877,,,not applicable,,,,
21882,,,0.164,lake,lake surface sample,66.73413626,27.92266278
21883,,,0.089,lake,,,
21884,,,0.774,lake,lake surface sample,62.86149027,25.03283187
21892,,,not applicable,,,,
21898,,,0.005,,,,
21899,,,25.001,"terrestrial, bog/fen/swamp",,,
21931,,,,"terrestrial, bog/fen/swamp",,,
21938,,,0.008,lake,,,
21942,,,0.162,lake,lake surface sample,57.64928434,57.64928434
21943,,,not applicable,,,,
21975,,,0.189,lake,lake surface sample,57.8481613,14.39135891
22001,,,0.152,lake,lake surface sample,59.83520052,17.2192219
22008,,,0.256,lake,lake surface sample,62.86028649,28.90988639
22024,,,small (0.01-1 km2),lake,lake surface sample,,
22065,,,not applicable,,,,
22066,,,not applicable,,,,
22108,,,0.017,,,,
22136,,,not applicable,,,,
22137,,,,lake,,,
22155,,,0.382,lake,lake surface sample,59.45340075,25.30665738
22158,,,0.339,lake,lake surface sample,63.07199799,26.10808809
22160,,,0.134,lake,lake surface sample,60.33231071,24.46232792
22198,,,0.161,lake,lake surface sample,64.14335849,26.53354327
22200,,,0.088,"terrestrial, bog/fen/swamp",,,
22201,,,0.031,"terrestrial, bog/fen/swamp",,,
22275,,,0.659,,,,
22281,,,0.247,lake,lake surface sample,60.7777054,22.34388582
22284,,,0.162,lake,lake surface sample,66.16348623,27.56660148
22302,,,0.304,lake,lake surface sample,61.17690791,25.18461433
22303,,,0.129,lake,lake surface sample,63.43149116,26.57457851
22304,,,0.503,lake,,,
22313,,,0.2,"terrestrial, bog/fen/swamp",,,
22314,,,0.2,"terrestrial, bog/fen/swamp",,,
22316,,,370,,,,
22336,,,,lake,,,
22423,,,0.707,lake,lake surface sample,59.97696735,17.14504706
22444,,,small (0.01-1 km2),lake,lake surface sample,,
22446,,,0.302,lake,lake surface sample,57.1830029,12.47941858
22458,,,0.145,lake,lake surface sample,61.53429729,16.76358056
22494,,,0.19,lake,lake surface sample,59.9842652,16.35469634
22496,,,0.189,lake,lake surface sample,62.79827101,28.38487665
22505,,,0.279,lake,lake surface sample,57.02360391,14.47908449
22646,,,15,,,,
22649,,,0.336,lake,,59.81256544,14.62063318
22650,,,0.805,lake,,57.86488851,12.243439
22687,,,0.228,lake,,,
22689,,,0.937,lake,,59.91803641,16.40271045
22701,,,0.132,lake,,59.78571313,15.66966916
22767,,,0.242,lake,,57.71543674,14.49236824
22775,,,0.1,,,,
22777,,,,"terrestrial, bog/fen/swamp",,,
22779,,,0.244,lake,,62.66839956,27.9907151
22785,,,0.01,,,,
22886,,,0.157,lake,,60.81216284,28.13719683
22887,,,0.2,lake,,61.40751999,23.95797466
22888,,,0.348,lake,,60.67397522,25.91513736
22924,,,not applicable,,,,
22929,,,not applicable,,,,
22930,,,not applicable,,,,
22931,,,not applicable,,,,
22932,,,not applicable,,,,
22933,,,not applicable,,,,
22934,,,not applicable,,,,
22935,,,not applicable,,,,
22936,,,not applicable,,,,
22937,,,not applicable,,,,
22938,,,not applicable,,,,
22939,,,not applicable,,,,
22940,,,not applicable,,,,
22941,,,not applicable,,,,
22942,,,not applicable,,,,
22943,,,not applicable,,,,
22944,,,not applicable,,,,
22945,,,not applicable,,,,
22946,,,not applicable,,,,
22947,,,not applicable,,,,
22948,,,not applicable,,,,
22949,,,not applicable,,,,
22950,,,not applicable,,,,
22951,,,not applicable,,,,
22952,,,not applicable,,,,
22953,,,not applicable,,,,
22954,,,not applicable,,,,
22955,,,not applicable,,,,
22956,,,not applicable,,,,
22957,,,not applicable,,,,
22958,,,not applicable,,,,
22959,,,not applicable,,,,
22960,,,not applicable,,,,
22961,,,not applicable,,,,
22962,,,not applicable,,,,
22963,,,not applicable,,,,
22964,,,not applicable,,,,
22965,,,not applicable,,,,
22966,,,not applicable,,,,
22967,,,not applicable,,,,
22968,,,not applicable,,,,
22984,,,0.128,lake,,63.59325912,29.91562107
22989,,,0.019,lake,,,
23007,,,3.052,lake,,,
23008,,,0.109,lake,,64.0232138,30.08325608
23012,,,0.031,,,,
23013,,,0.29,lake,,57.23164696,12.71147749
23029,,,0.02,,,,
23046,,,0.008,,,,
23051,,,49.989,,,,
23069,,,0.084,"terrestrial, bog/fen/swamp",,,
23108,,,12.479,,,,
23111,,,0.155,lake,lake surface sample,65.48886079,27.84335878
23112,,,22.889,lake,,,
23116,,,0.004,,,,
23268,,,0.09,lake,lake surface sample,,
23269,,,0.057,lake,lake surface sample,67.46999061,27.3560626
23271,,,0.237,lake,lake surface sample,60.69635299,23.75233412
23272,,,0.102,lake,lake surface sample,57.72105664,27.02617815
23294,,,0.066,lake,lake surface sample,57.94109,27.34659
23295,,,0.155,lake,lake surface sample,65.26367393,29.29318792
23296,,,0.306,lake,lake surface sample,61.45725228,28.42738393
23297,,,0.69,lake,lake surface sample,60.57282208,25.79832733
23441,,,0.424,lake,lake surface sample,57.9937,12.3655
23442,,,small (0.01-1 km2),lake,lake surface sample,,
23455,,,0.283,,,,
23459,,,0.159,lake,lake surface sample,57.73525398,12.75546993
23462,,,0.175,lake,lake surface sample,62.59406021,30.25915645
23464,,,0.238,lake,lake surface sample,60.6733002,27.13946503
23471,,,0.007,lake,,,
23477,,,0.04,,,,
23480,,,0.185,lake,lake surface sample,62.32489724,16.65439081
23481,,,0.214,lake,lake surface sample,60.99361266,28.3294959
23534,,,0.038,lake,lake surface sample,57.65091218,27.08162576
23537,,,0.225,lake,lake surface sample,60.96719665,27.05712827
23543,,,26,,,,
23545,,,0.5,"terrestrial, bog/fen/swamp",,,
23546,,,0.179,,,,
23703,,,0.026,,,,
23706,,,0.011,,,,
23841,,,0.066,,,,
23842,,,0.3,,,,
23905,,,0.25,,,,
23906,,,0.25,,,,
