entity_name,longitude,latitude,bin_centre,number_samples,tree_cover
CUTHILL2,-3.981944,50.6275,5400,11,37.2403614599789
CUTHILL2,-3.981944,50.6275,5600,11,43.7699807620058
CUTHILL2,-3.981944,50.6275,5800,2,45.1242985499116
CUTHILL2,-3.981944,50.6275,6000,1,42.8377351775004
CUTHILL2,-3.981944,50.6275,6200,1,48.794723096462
CUTHILL2,-3.981944,50.6275,6400,1,37.4154670097235
CUTHILL2,-3.981944,50.6275,6600,1,42.8551865192293
CUTHILL2,-3.981944,50.6275,6800,1,27.7710106911159
CUTHILL2,-3.981944,50.6275,7000,2,21.8949811790112
CZAJKOW2,21.27861,50.57063,200,2,56.4144821558339
CZAJKOW2,21.27861,50.57063,400,2,55.6170451846172
CZAJKOW2,21.27861,50.57063,600,2,62.9895882780463
CZAJKOW2,21.27861,50.57063,800,2,70.5427525715779
CZAJKOW2,21.27861,50.57063,1000,1,74.3834603451062
CZAJKOW2,21.27861,50.57063,1200,2,75.8162848537563
CZAJKOW2,21.27861,50.57063,1400,2,75.4106532928121
CZAJKOW2,21.27861,50.57063,1600,2,76.4401780318925
CZAJKOW2,21.27861,50.57063,1800,1,72.0960967605403
CZAJKOW2,21.27861,50.57063,2000,2,76.1312706297735
CZAJKOW2,21.27861,50.57063,2200,2,77.949521209123
CZAJKOW2,21.27861,50.57063,2400,1,79.76424388919
CZAJKOW2,21.27861,50.57063,2600,2,78.5875250111403
CZAJKOW2,21.27861,50.57063,2800,2,78.073805276146
CZAJKOW2,21.27861,50.57063,3000,1,78.8483395906919
CZAJKOW2,21.27861,50.57063,3200,2,74.7611922993623
CZAJKOW2,21.27861,50.57063,3400,1,75.0608144037177
CZAJKOW2,21.27861,50.57063,3600,2,75.2928258487366
CZAJKOW2,21.27861,50.57063,3800,2,78.6882221419054
CZAJKOW2,21.27861,50.57063,4000,1,78.3845290297479
CZAJKOW2,21.27861,50.57063,4200,2,78.3454829059329
CZAJKOW2,21.27861,50.57063,4400,2,78.82002497493
CZAJKOW2,21.27861,50.57063,4600,1,77.9700234522527
CZAJKOW2,21.27861,50.57063,4800,2,79.7511064185329
CZAJKOW2,21.27861,50.57063,5000,2,78.1636254915342
CZAJKOW2,21.27861,50.57063,5200,2,76.13650973616
CZAJKOW2,21.27861,50.57063,5400,1,76.7729170243687
CZAJKOW2,21.27861,50.57063,5600,2,78.1879268806157
CZAJKOW2,21.27861,50.57063,5800,2,79.4169750282063
CZAJKOW2,21.27861,50.57063,6000,1,77.7567279795722
CZAJKOW2,21.27861,50.57063,6200,2,77.6182414140739
CZAJKOW2,21.27861,50.57063,6400,1,78.7337556833488
CZAJKOW2,21.27861,50.57063,6600,2,78.3652401631804
CZAJKOW2,21.27861,50.57063,6800,2,77.9756833116107
CZAJKOW2,21.27861,50.57063,7000,1,77.5826393142506
CZAJKOW2,21.27861,50.57063,7200,2,76.8997301567988
CZAJKOW2,21.27861,50.57063,7400,2,76.672229456333
CZAJKOW2,21.27861,50.57063,7600,1,77.5581890997161
CZAJKOW2,21.27861,50.57063,7800,2,76.2147644889765
CZAJKOW2,21.27861,50.57063,8000,2,75.3734466118767
CZAJKOW2,21.27861,50.57063,8200,1,76.1658539033432
CZAJKOW2,21.27861,50.57063,8400,2,76.829058835355
CZAJKOW2,21.27861,50.57063,8600,2,76.5744731031962
CZAJKOW2,21.27861,50.57063,8800,2,74.9661087227181
CZAJKOW2,21.27861,50.57063,9200,2,56.1383334393516
CZAJKOW2,21.27861,50.57063,9400,2,46.7754920118985
CZAJKOW2,21.27861,50.57063,9600,1,48.1969295373956
CZAJKOW2,21.27861,50.57063,9800,2,58.2138917802692
CZAJKOW2,21.27861,50.57063,10000,2,51.4714399175124
CZAJKOW2,21.27861,50.57063,10200,2,34.921036240005
CZAJKOW2,21.27861,50.57063,10400,1,15.4932459635052
CZAJKOW2,21.27861,50.57063,10600,2,39.5028011975946
CZAJKOW2,21.27861,50.57063,10800,2,40.3950345311037
CZAJKOW2,21.27861,50.57063,11000,1,39.9959749538506
CZAJKOW2,21.27861,50.57063,11200,2,44.1748453443151
CZAJKOW2,21.27861,50.57063,11400,2,36.3941314660831
CZAJKOW2,21.27861,50.57063,11600,1,61.8252821619953
CZAJKOW2,21.27861,50.57063,11800,2,35.4838729087249
CZAJKOW2,21.27861,50.57063,12000,2,20.8792226688914
DAGFINAL,0.176944,51.520278,3400,3,52.0553385880648
DAGFINAL,0.176944,51.520278,3600,3,43.061136763113
DAGFINAL,0.176944,51.520278,3800,3,62.6103062937106
DAGFINAL,0.176944,51.520278,4000,2,72.0832690756576
DAGFINAL,0.176944,51.520278,4400,2,68.1714481876371
DAGFINAL,0.176944,51.520278,4600,2,63.8769709983632
DAGFINAL,0.176944,51.520278,4800,2,62.1939266731782
DAGFINAL,0.176944,51.520278,5000,5,55.7627822732927
DAGFINAL,0.176944,51.520278,5400,2,45.6677968752618
DAGFINAL,0.176944,51.520278,5600,2,43.2466643139146
DAGFINAL,0.176944,51.520278,5800,6,59.9586586558417
DAGFINAL,0.176944,51.520278,6000,2,64.3366130429644
DAGFINAL,0.176944,51.520278,6200,3,47.8774173617932
DAGFINAL,0.176944,51.520278,6400,1,71.0038093667384
DAGFINAL,0.176944,51.520278,6600,1,34.1053151758734
DAGSMOO,14.70652,58.32288,0,3,32.1786041110307
DAGSMOO,14.70652,58.32288,200,4,74.1277456378553
DAGSMOO,14.70652,58.32288,400,5,76.6230197517319
DAGSMOO,14.70652,58.32288,600,5,73.074606775366
DAGSMOO,14.70652,58.32288,800,8,70.5730596166691
DAGSMOO,14.70652,58.32288,1000,9,60.842758241064
DAGSMOO,14.70652,58.32288,1200,1,51.4825459066312
DAGSMOO,14.70652,58.32288,1400,2,15.6211097130066
DAGSMOO,14.70652,58.32288,1600,1,18.7210563229647
DAGSMOO,14.70652,58.32288,1800,1,15.1653433342526
DAGSMOO,14.70652,58.32288,2000,2,24.9032929572296
DAGSMOO,14.70652,58.32288,2200,1,35.3948185506959
DAGSMOO,14.70652,58.32288,2400,2,66.7183812391605
DAGSMOO,14.70652,58.32288,2600,1,63.9145791735497
DAGSMOO,14.70652,58.32288,2800,2,66.3038562060176
DAGSMOO,14.70652,58.32288,3000,1,25.2389760420083
DAGSMOO,14.70652,58.32288,3200,2,46.9198868030816
DAGSMOO,14.70652,58.32288,3400,2,39.8067302498977
DAGSMOO,14.70652,58.32288,3600,3,42.7200807902786
DAGSMOO,14.70652,58.32288,3800,2,42.4897160079516
DAGSMOO,14.70652,58.32288,4000,1,64.293166211633
DAGSMOO,14.70652,58.32288,4200,2,61.0082099115542
DAGSMOO,14.70652,58.32288,4400,1,70.190430117246
DAGSMOO,14.70652,58.32288,4600,2,51.4856373206181
DAGSMOO,14.70652,58.32288,4800,1,55.9562969426876
DAGSMOO,14.70652,58.32288,5000,1,70.7318829181182
DAGSMOO,14.70652,58.32288,5200,3,65.8171902331478
DAGSMOO,14.70652,58.32288,5400,2,61.6731395441995
DAGSMOO,14.70652,58.32288,5600,2,53.7063415677968
DAGSMOO,14.70652,58.32288,5800,6,63.7239146823581
DAGSMOO,14.70652,58.32288,6000,4,62.1487126409642
DAGSMOO,14.70652,58.32288,6200,3,52.4410106575026
DAGSMOO,14.70652,58.32288,6400,2,46.2447071514343
DAGSMOO,14.70652,58.32288,6600,2,56.6415690598874
DAGSMOO,14.70652,58.32288,6800,2,40.5082292389231
DAGSMOO,14.70652,58.32288,7400,1,26.0622234942184
DAGSMOO,14.70652,58.32288,7800,4,30.20405225083
DAGSMOO,14.70652,58.32288,8000,4,34.3145581263761
DAGSMOO,14.70652,58.32288,8200,5,35.1634028458327
DAGSMOO,14.70652,58.32288,8400,3,56.2115993521364
DALLICAN,-1.09648,60.38736,0,1,3.28745815000952
DALLICAN,-1.09648,60.38736,400,1,0
DALLICAN,-1.09648,60.38736,600,1,0
DALLICAN,-1.09648,60.38736,800,2,1.75918234975731
DALLICAN,-1.09648,60.38736,1000,1,0
DALLICAN,-1.09648,60.38736,1200,1,0
DALLICAN,-1.09648,60.38736,1400,2,3.26125597426515
DALLICAN,-1.09648,60.38736,1600,1,3.69911260177398
DALLICAN,-1.09648,60.38736,1800,1,5.17744753393836
DALLICAN,-1.09648,60.38736,2000,2,4.16463966672701
DALLICAN,-1.09648,60.38736,2400,1,5.13200581636378
DALLICAN,-1.09648,60.38736,2600,2,4.0642901846094
DALLICAN,-1.09648,60.38736,2800,1,4.00444041854294
DALLICAN,-1.09648,60.38736,3000,1,3.4825430700575
DALLICAN,-1.09648,60.38736,3200,1,3.28851293584174
DALLICAN,-1.09648,60.38736,3400,2,19.6968010139715
DALLICAN,-1.09648,60.38736,3600,2,9.2644154466448
DALLICAN,-1.09648,60.38736,3800,1,10.1871721932812
DALLICAN,-1.09648,60.38736,4000,2,7.53192078571824
DALLICAN,-1.09648,60.38736,4200,1,4.5424071774122
DALLICAN,-1.09648,60.38736,4400,2,12.3712606836472
DALLICAN,-1.09648,60.38736,4600,2,26.3832779200789
DALLICAN,-1.09648,60.38736,4800,1,19.2734985852523
DALLICAN,-1.09648,60.38736,5000,2,14.8402972165768
DALLICAN,-1.09648,60.38736,5200,2,24.3053952999101
DALLICAN,-1.09648,60.38736,5600,1,31.8915559450539
DALLICAN,-1.09648,60.38736,5800,2,28.0333542257306
DALLICAN,-1.09648,60.38736,6000,2,34.2522737006554
DALLICAN,-1.09648,60.38736,6200,1,35.3712996788653
DALLICAN,-1.09648,60.38736,6400,3,35.5117587367213
DALLICAN,-1.09648,60.38736,6600,1,41.2297035049685
DALLICAN,-1.09648,60.38736,6800,2,34.2939686511736
DALLICAN,-1.09648,60.38736,7000,2,39.5034541188739
DALLICAN,-1.09648,60.38736,7200,1,35.9377389972595
DALLICAN,-1.09648,60.38736,7400,3,31.1843089975624
DALLICAN,-1.09648,60.38736,7600,1,42.0666390127595
DALLICAN,-1.09648,60.38736,7800,2,29.1641496849626
DALLICAN,-1.09648,60.38736,8000,2,28.6707256845091
DALLICAN,-1.09648,60.38736,8200,1,26.6104704623268
DALLICAN,-1.09648,60.38736,8400,2,28.393950726253
DALLICAN,-1.09648,60.38736,8600,1,29.3912159199431
DALLICAN,-1.09648,60.38736,8800,1,32.1343591956993
DALLICAN,-1.09648,60.38736,9000,1,35.7363298735704
DALLICAN,-1.09648,60.38736,9200,1,29.1001496039132
DALLICAN,-1.09648,60.38736,9400,1,37.1048961713109
DALLICAN,-1.09648,60.38736,9600,2,33.023287887116
DALLICAN,-1.09648,60.38736,9800,1,43.6648159574919
DALLICAN,-1.09648,60.38736,10000,1,36.3906881232665
DALLICAN,-1.09648,60.38736,10200,1,35.0685031291302
DALLICAN,-1.09648,60.38736,10400,1,38.7298920067799
DALLICAN,-1.09648,60.38736,10600,1,28.8481143588789
DALLICAN,-1.09648,60.38736,10800,2,7.87852795433233
DALLICAN,-1.09648,60.38736,11000,1,15.1789601576714
DALLICAN,-1.09648,60.38736,11200,1,19.0603230420279
DALMUT,20.716667,69.166667,0,1,17.8600883986718
DALMUT,20.716667,69.166667,200,1,17.7149812024296
DALMUT,20.716667,69.166667,400,1,24.8820136608896
DALMUT,20.716667,69.166667,600,3,26.7034671937618
DALMUT,20.716667,69.166667,800,1,31.6198798711775
DALMUT,20.716667,69.166667,1000,2,32.782505479409
DALMUT,20.716667,69.166667,1200,1,29.8234350080891
DALMUT,20.716667,69.166667,1400,2,35.2662851238951
DALMUT,20.716667,69.166667,1600,1,32.3590066008822
DALMUT,20.716667,69.166667,1800,2,34.3045594782235
DALMUT,20.716667,69.166667,2000,1,34.7342209713407
DALMUT,20.716667,69.166667,2200,1,29.1897878453584
DALMUT,20.716667,69.166667,2400,2,33.3152003598106
DALMUT,20.716667,69.166667,2600,1,28.3573585463487
DALMUT,20.716667,69.166667,2800,2,25.4407999837139
DALMUT,20.716667,69.166667,3000,1,45.1099262806691
DALMUT,20.716667,69.166667,3200,2,34.9741320300866
DALMUT,20.716667,69.166667,3400,2,38.0576962123317
DALMUT,20.716667,69.166667,3600,1,25.7134425652524
DALMUT,20.716667,69.166667,3800,1,34.43269762675
DALMUT,20.716667,69.166667,4000,2,35.5239931724341
DALMUT,20.716667,69.166667,4400,1,39.2298194804939
DALMUT,20.716667,69.166667,4800,1,39.8934607860829
DALMUT,20.716667,69.166667,5000,1,34.8508217605736
DALMUT,20.716667,69.166667,5400,2,39.2042181266011
DALMUT,20.716667,69.166667,5600,1,41.7099810323238
DALMUT,20.716667,69.166667,5800,2,47.0518060669224
DALMUT,20.716667,69.166667,6000,1,43.5982324403751
DALMUT,20.716667,69.166667,6200,2,42.0419382656654
DALMUT,20.716667,69.166667,6400,1,42.6557373611661
DALMUT,20.716667,69.166667,6600,2,49.5363426190433
DALMUT,20.716667,69.166667,6800,1,46.523916003918
DALMUT,20.716667,69.166667,7200,1,54.9403198623736
DALMUT,20.716667,69.166667,7400,1,58.8017645181535
DALMUT,20.716667,69.166667,7600,1,55.4091220411092
DALMUT,20.716667,69.166667,7800,1,29.225165523614
DALMUT,20.716667,69.166667,8000,2,55.9302925700472
DALMUT,20.716667,69.166667,8200,1,46.9442628903989
DALMUT,20.716667,69.166667,8400,2,35.0605824462562
DALMUT,20.716667,69.166667,8600,2,36.9562961189546
DALMUT,20.716667,69.166667,8800,2,22.4546727229873
DALMUT,20.716667,69.166667,9000,1,7.72163575262237
DALMUT,20.716667,69.166667,9200,2,6.96952200054445
DALMUT,20.716667,69.166667,9800,2,2.20882886485848
DALMUT,20.716667,69.166667,10400,1,3.5851763642144
DALMUT,20.716667,69.166667,10600,1,4.00983975761958
DARFATMA,8.77474,36.81825,0,2,17.9530943068806
DARFATMA,8.77474,36.81825,200,3,25.1880690268299
DARFATMA,8.77474,36.81825,400,4,10.8156957289015
DARFATMA,8.77474,36.81825,600,1,9.28791289787353
DARFATMA,8.77474,36.81825,1000,1,15.8728891661127
DARFATMA,8.77474,36.81825,1400,1,6.15563080279115
DARFATMA,8.77474,36.81825,1800,1,8.22063275314963
DARFATMA,8.77474,36.81825,2200,1,6.07490311792509
DARFATMA,8.77474,36.81825,2800,1,9.57665771828593
DARFATMA,8.77474,36.81825,3200,1,7.72553950616829
DARFATMA,8.77474,36.81825,3600,1,17.7155707294621
DARFATMA,8.77474,36.81825,4200,1,7.69391110346674
DARFATMA,8.77474,36.81825,4600,1,5.15439567240775
DARFATMA,8.77474,36.81825,4800,1,10.1679016251742
DARFATMA,8.77474,36.81825,5000,1,8.15005649512512
DARFATMA,8.77474,36.81825,5200,1,6.28556932237951
DARFATMA,8.77474,36.81825,5400,1,4.76320537881937
DARFATMA,8.77474,36.81825,5600,1,9.2018789084759
DARFATMA,8.77474,36.81825,6000,1,6.50761824989588
DARFATMA,8.77474,36.81825,6200,1,3.50406924421002
DARFATMA,8.77474,36.81825,6400,1,7.38385382549827
DARFATMA,8.77474,36.81825,6800,1,14.2670147855003
DARFATMA,8.77474,36.81825,7000,1,25.623857493181
DARFATMA,8.77474,36.81825,7200,1,24.8418545992896
DARFATMA,8.77474,36.81825,7600,1,24.7867773072828
DARFATMA,8.77474,36.81825,7800,1,36.5091170660465
DARFATMA,8.77474,36.81825,8000,1,72.3884435065743
DARFATMA,8.77474,36.81825,8400,1,66.2058894188237
DARFATMA,8.77474,36.81825,8600,1,67.0773346498445
DARFATMA,8.77474,36.81825,8800,1,71.6229027767038
DARFATMA,8.77474,36.81825,9200,1,79.2952813878748
DARFATMA,8.77474,36.81825,11200,1,81.5119882693604
DARFATMA,8.77474,36.81825,13200,1,81.0728300383999
DARKO,15.873705,49.63968,0,1,79.6026942560157
DARKO,15.873705,49.63968,200,1,76.023162034431
DARKO,15.873705,49.63968,400,1,74.3248357387846
DARKO,15.873705,49.63968,600,1,77.778150609009
DARKO,15.873705,49.63968,800,1,77.8633863098284
DARKO,15.873705,49.63968,1000,1,78.4579052885161
DARKO,15.873705,49.63968,1200,1,83.065878368712
DARKO,15.873705,49.63968,1400,1,84.391036619792
DARKO,15.873705,49.63968,1600,2,77.7302972906988
DARKO,15.873705,49.63968,1800,1,76.3875607642945
DARKO,15.873705,49.63968,2000,1,80.7620330064779
DARKO,15.873705,49.63968,2200,1,74.7583750684599
DARKO,15.873705,49.63968,2400,5,81.0642087416154
DARKO,15.873705,49.63968,2600,1,76.2907940387868
DARKO,15.873705,49.63968,2800,1,84.7242445392861
DARKO,15.873705,49.63968,3000,1,84.8954593384394
DARKO,15.873705,49.63968,3200,1,82.7642553219767
DARKO,15.873705,49.63968,3400,1,83.3227024761965
DARKO,15.873705,49.63968,3600,1,86.0068014103997
DARKO,15.873705,49.63968,3800,1,78.9030759884184
DARKO,15.873705,49.63968,4000,1,78.777971709798
DARKO,15.873705,49.63968,4200,1,77.8579372462982
DARKO,15.873705,49.63968,4400,2,78.1390181601439
DARKO,15.873705,49.63968,4600,3,75.5488333251478
DARKO,15.873705,49.63968,4800,1,77.2350259173934
DARKO,15.873705,49.63968,5000,1,76.2009286519348
DARKO,15.873705,49.63968,5400,1,74.3949533045247
DARKO,15.873705,49.63968,5600,1,76.837407965576
DARKO,15.873705,49.63968,5800,2,78.3074723687415
DARKO,15.873705,49.63968,6000,1,78.039070400813
DARKO,15.873705,49.63968,6200,1,76.280325138164
DARKO,15.873705,49.63968,6400,1,78.4468083395188
DARKO,15.873705,49.63968,6600,1,76.2776045919696
DARKO,15.873705,49.63968,6800,4,77.5511178807077
DARKO,15.873705,49.63968,7000,2,77.2138086710898
DARKO,15.873705,49.63968,7200,1,77.5100607109675
DARKO,15.873705,49.63968,7400,1,76.0029680152788
DARKO,15.873705,49.63968,7800,1,69.6930809579599
DARKO,15.873705,49.63968,8000,1,76.2441251464897
DARKO,15.873705,49.63968,8200,1,76.1283839075347
DARKO,15.873705,49.63968,8400,1,72.2166230781053
DARKO,15.873705,49.63968,8600,1,74.4190188851017
DARKO,15.873705,49.63968,8800,1,63.375985816936
DARKO,15.873705,49.63968,9200,1,43.0733893912469
DARKO,15.873705,49.63968,9400,1,55.7200113997231
DARKO,15.873705,49.63968,9800,1,64.2938946042359
DARKO,15.873705,49.63968,10200,1,60.5680224599547
DARKO,15.873705,49.63968,10400,1,51.7636576997712
DARKO,15.873705,49.63968,10800,1,40.6195354324576
DARKO,15.873705,49.63968,11200,1,42.6796720153899
DARKO,15.873705,49.63968,11600,1,40.1699278381338
DARKO,15.873705,49.63968,11800,1,68.0748989255038
DARKO,15.873705,49.63968,12000,1,42.0796720032525
DARKO,15.873705,49.63968,12400,1,67.1039498237221
DARKO,15.873705,49.63968,12800,1,50.6650272136726
DARKO,15.873705,49.63968,13000,1,16.0804078888079
DARKO,15.873705,49.63968,13400,1,57.1603931761322
DARKO,15.873705,49.63968,13800,1,59.861929256003
DAUGES,1.416667,46.0125,200,1,35.7100624030968
DAUGES,1.416667,46.0125,600,1,54.7704409133379
DAUGES,1.416667,46.0125,800,1,45.6251621330684
DAUGES,1.416667,46.0125,1200,1,44.6921996835046
DAUGES,1.416667,46.0125,1600,1,51.2328079532472
DAUGES,1.416667,46.0125,2000,1,55.4713413009955
DAUGES,1.416667,46.0125,2400,1,54.4022069634224
DAUGES,1.416667,46.0125,2800,1,47.6992463611497
DAUGES,1.416667,46.0125,3200,1,54.2277701657422
DAUGES,1.416667,46.0125,3600,1,51.7422121686939
DAUGES,1.416667,46.0125,4000,1,58.9939066551095
DAUGES,1.416667,46.0125,4200,1,61.8188446464087
DAUGES,1.416667,46.0125,4600,1,57.1260238014035
DAUGES,1.416667,46.0125,5000,1,49.8364970501161
DAUGES,1.416667,46.0125,5400,1,54.4087411801181
DAUGES,1.416667,46.0125,5800,1,65.3453215056325
DAUGES,1.416667,46.0125,6200,1,60.5960665295321
DAUGES,1.416667,46.0125,6600,1,68.4806925046306
DAUGES,1.416667,46.0125,7000,1,59.3251332266185
DAUGES,1.416667,46.0125,7400,1,67.934747290507
DAUGES,1.416667,46.0125,7600,1,59.6352859819644
DAUGES,1.416667,46.0125,8000,1,58.3007257647923
DAUGES,1.416667,46.0125,8400,1,65.0910370082332
DAUGES,1.416667,46.0125,8800,1,59.2531853560814
DAUGES,1.416667,46.0125,9200,1,65.2370199244944
DAUGES,1.416667,46.0125,9600,1,63.122257704851
DAUGES,1.416667,46.0125,10000,1,63.7502017494738
DAUGES,1.416667,46.0125,10400,1,62.5866866016332
DAUGES,1.416667,46.0125,10800,1,37.1580467156715
DAUGES,1.416667,46.0125,11200,1,35.7690454440956
DAUGES,1.416667,46.0125,11600,1,42.3849803700875
DAUGES,1.416667,46.0125,11800,1,40.3092583322049
DAUGES,1.416667,46.0125,12200,1,39.2148779347791
DAUGES,1.416667,46.0125,12600,1,25.8371746736911
DAUGES,1.416667,46.0125,12800,1,26.4117942176506
DIHEEN,-8.1707,52.36949,0,3,10.3908258470511
DIHEEN,-8.1707,52.36949,200,7,7.23108004626472
DIHEEN,-8.1707,52.36949,400,15,7.18579372906046
DIHEEN,-8.1707,52.36949,600,24,7.54687831827582
DISTRE,-0.095833,47.221667,0,1,32.8252486417602
DISTRE,-0.095833,47.221667,200,2,33.4912552400187
DISTRE,-0.095833,47.221667,400,2,18.0532624645041
DISTRE,-0.095833,47.221667,600,2,18.7553120289658
DISTRE,-0.095833,47.221667,800,2,23.4845766633884
DISTRE,-0.095833,47.221667,1000,2,16.6786757057779
DISTRE,-0.095833,47.221667,1200,2,25.3373410496759
DISTRE,-0.095833,47.221667,1400,2,26.6255472192372
DISTRE,-0.095833,47.221667,1600,2,46.5348722036974
DISTRE,-0.095833,47.221667,1800,2,39.5058894503953
DISTRE,-0.095833,47.221667,2000,1,25.7315509396243
DISTRE,-0.095833,47.221667,2200,2,35.2316739948859
DISTRE,-0.095833,47.221667,2400,2,41.1506822430265
DISTRE,-0.095833,47.221667,2600,2,46.1278400170546
DISTRE,-0.095833,47.221667,2800,1,27.3337569865692
DISTRE,-0.095833,47.221667,3000,2,14.4265118418469
DISTRE,-0.095833,47.221667,3200,2,26.2244838452516
DISTRE,-0.095833,47.221667,3400,2,29.1427656548055
DISTRE,-0.095833,47.221667,3600,1,24.6853732879444
DISTRE,-0.095833,47.221667,3800,2,33.709379064486
DISTRE,-0.095833,47.221667,4000,1,17.7473353660895
DISTRE,-0.095833,47.221667,4200,3,15.5535911469555
DISTRE,-0.095833,47.221667,4400,3,18.6356866107393
DISTRE,-0.095833,47.221667,4600,4,17.3515161512473
DISTRE,-0.095833,47.221667,4800,2,34.3980409386289
DISTRE,-0.095833,47.221667,5000,3,20.6389954175366
DISTRE,-0.095833,47.221667,5200,2,50.8724255770702
DISTRE,-0.095833,47.221667,5400,1,55.2824324526694
DISTRE,-0.095833,47.221667,6000,1,30.1260715813276
DISTRE,-0.095833,47.221667,6800,1,30.3122519851308
DISTRE,-0.095833,47.221667,7400,1,18.3840633313341
DISTRE,-0.095833,47.221667,8000,1,5.82350233822695
DISTRE,-0.095833,47.221667,8800,1,27.1950858728144
DISTRE,-0.095833,47.221667,9400,1,30.0357256997445
DISTRE,-0.095833,47.221667,10200,1,25.7775315255613
DISTRE,-0.095833,47.221667,10800,1,6.05665035223936
DISTRE,-0.095833,47.221667,11200,1,10.4608982457314
DISTRE,-0.095833,47.221667,11400,1,28.5342135340315
DISTRE,-0.095833,47.221667,11600,1,14.9511753693444
DISTRE,-0.095833,47.221667,12000,1,21.7808053767673
DISTRE,-0.095833,47.221667,12200,1,22.8695098780523
DISTRE,-0.095833,47.221667,12600,1,13.637552079469
DISTRE,-0.095833,47.221667,12800,1,24.1833544442956
DLINNOE,33.85,62.316667,600,2,75.2723113768268
DLINNOE,33.85,62.316667,800,2,79.1312749653983
DLINNOE,33.85,62.316667,1000,1,78.1064645619452
DLINNOE,33.85,62.316667,1200,1,81.6570240256944
DLINNOE,33.85,62.316667,1400,2,81.766400635733
DLINNOE,33.85,62.316667,1800,1,79.7379425308577
DLINNOE,33.85,62.316667,2000,1,76.5892044352078
DLINNOE,33.85,62.316667,2400,1,74.5552942633443
DLINNOE,33.85,62.316667,2800,1,71.6645494357878
DLINNOE,33.85,62.316667,3000,1,74.7729939158548
DLINNOE,33.85,62.316667,3400,1,82.2824786793746
DLINNOE,33.85,62.316667,3600,1,82.1465176536021
DLINNOE,33.85,62.316667,4000,1,79.6655738203931
DLINNOE,33.85,62.316667,4400,1,80.9193164818099
DLINNOE,33.85,62.316667,4800,1,81.0799778071025
DLINNOE,33.85,62.316667,5400,1,82.0314492897987
DLINNOE,33.85,62.316667,6200,1,77.1177255951616
DLINNOE,33.85,62.316667,7000,1,76.3809768408813
DLINNOE,33.85,62.316667,7800,1,72.5688804128461
DLINNOE,33.85,62.316667,8200,1,68.6824137442581
DLINNOE,33.85,62.316667,8400,1,68.6845552712503
DLINNOE,33.85,62.316667,8800,1,64.5833892676372
DLINNOE,33.85,62.316667,9000,2,52.6416496602599
DLINNOE,33.85,62.316667,9200,2,36.5742085231447
DLINNOE,33.85,62.316667,9400,1,35.2991264693465
DLINNOE,33.85,62.316667,9600,2,35.130613786744
DLINNOE,33.85,62.316667,9800,1,43.0738678978546
DLINNOE,33.85,62.316667,10000,2,45.5565097297255
DLINNOE,33.85,62.316667,10200,1,37.3423170028979
DOEL06,4.245278,51.320833,1200,2,39.5789744507586
DOEL06,4.245278,51.320833,1400,1,27.1571979549224
DOEL06,4.245278,51.320833,2200,1,47.3416701676743
DOEL06,4.245278,51.320833,3000,1,15.5140498999137
DOEL06,4.245278,51.320833,3400,1,33.9436265392707
DOEL06,4.245278,51.320833,3800,1,54.1858712209055
DOEL06,4.245278,51.320833,4000,1,59.4413307374326
DOEL06,4.245278,51.320833,4400,1,68.1337082840882
DOEL06,4.245278,51.320833,4600,1,66.844520934019
DOEL06,4.245278,51.320833,4800,1,73.9242268417164
DOEL06,4.245278,51.320833,5000,1,70.2644720102387
DOEL06,4.245278,51.320833,5400,1,37.5817023692719
DOEL06,4.245278,51.320833,5600,1,68.2267485693293
DOEL06,4.245278,51.320833,5800,1,27.3926740035558
DOEL06,4.245278,51.320833,6000,1,42.0415912471261
DOEL06,4.245278,51.320833,6200,2,69.6521341712482
DOEL06,4.245278,51.320833,6400,3,76.9415844316958
DOEL06,4.245278,51.320833,6600,5,69.8677033576042
DOLINA,19.283333,49.516667,0,1,56.2157732610339
DOLINA,19.283333,49.516667,200,3,71.4686204002055
DOLINA,19.283333,49.516667,400,2,76.2388875711503
DOLINA,19.283333,49.516667,600,2,76.4195465735299
DOLINA,19.283333,49.516667,800,2,77.8427383176577
DOLINA,19.283333,49.516667,1000,2,78.9329955601291
DOLINA,19.283333,49.516667,1200,3,77.9090126831746
DOLINA,19.283333,49.516667,1400,3,78.2337783784668
DOLINA,19.283333,49.516667,1600,2,77.3511168735675
DOLINA,19.283333,49.516667,1800,2,76.8869508322843
DOLINA,19.283333,49.516667,2000,3,79.0942063580879
DOLINA,19.283333,49.516667,2200,2,80.4589457821867
DOLINA,19.283333,49.516667,2400,3,75.9277057380507
DOLINA,19.283333,49.516667,2600,2,74.1995029898685
DOLINA,19.283333,49.516667,2800,2,77.501463243806
DOLINA,19.283333,49.516667,3000,3,74.7918309561775
DOLINA,19.283333,49.516667,3200,2,77.9851828255386
DOLINA,19.283333,49.516667,3400,2,79.6566264895384
DOLINA,19.283333,49.516667,3600,3,79.07462402506
DOLINA,19.283333,49.516667,3800,3,80.0326663023675
DOLINA,19.283333,49.516667,4000,2,79.3038210654423
DOLINA,19.283333,49.516667,4200,2,79.3995311087264
DOLINA,19.283333,49.516667,4400,1,71.6620179707499
DOLINA,19.283333,49.516667,4600,2,68.8785766528011
DOLINA,19.283333,49.516667,4800,1,66.9307071336756
DOLINA,19.283333,49.516667,5200,1,65.3680361989134
DOLINA,19.283333,49.516667,5400,1,67.1838591534264
